Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,ActivityLabel
49770,-6.050857142857144,6.933714285714284,-2.564857142857143,-0.006571428571428591,-0.035428571428571455,0.04199999999999998,1
49790,-6.00657142857143,7.139142857142855,-2.694571428571428,-0.03571428571428575,-0.02828571428571431,0.03599999999999999,1
49810,-5.975142857142854,7.220285714285711,-2.7171428571428553,-0.06342857142857139,-0.03257142857142855,0.02999999999999998,1
49830,-5.953714285714283,7.105428571428567,-2.6099999999999985,-0.09571428571428567,-0.05828571428571426,0.0217142857142857,1
49850,-5.937999999999997,7.090285714285711,-2.4582857142857133,-0.10742857142857137,-0.0657142857142857,0.01914285714285713,1
49870,-5.9105714285714255,7.2005714285714255,-2.33942857142857,-0.10771428571428567,-0.03914285714285713,0.02085714285714285,1
49890,-5.94685714285714,7.353714285714281,-2.301142857142856,-0.10314285714285709,-0.0025714285714285587,0.01742857142857142,1
49910,-5.979142857142854,7.261999999999996,-2.3765714285714274,-0.0891428571428571,0.0014285714285714336,0.011714285714285705,1
49930,-5.938571428571425,7.125428571428568,-2.3965714285714275,-0.07771428571428567,-0.009714285714285717,0.011714285714285705,1
49950,-5.910571428571425,7.113999999999996,-2.3511428571428556,-0.08399999999999996,0.005142857142857139,0.01828571428571428,1
49970,-5.978285714285711,7.262285714285711,-2.329142857142856,-0.10428571428571425,0.027142857142857142,0.019142857142857135,1
49990,-6.0319999999999965,7.262571428571425,-2.403714285714284,-0.11742857142857137,0.009142857142857142,0.009999999999999995,1
50010,-5.94685714285714,7.132285714285709,-2.383999999999999,-0.11742857142857137,-0.02142857142857143,0.0008571428571428536,1
50030,-5.8697142857142826,7.097999999999997,-2.3999999999999986,-0.10257142857142854,-0.00485714285714286,0.0017142857142857116,1
50050,-5.956857142857139,7.17885714285714,-2.4051428571428564,-0.08999999999999996,0.028857142857142852,0.008285714285714283,1
50070,-6.07685714285714,7.117714285714282,-2.4199999999999986,-0.09342857142857139,0.028285714285714275,0.007428571428571426,1
50090,-6.079142857142854,6.931428571428568,-2.3594285714285705,-0.0931428571428571,0.007714285714285704,0.004285714285714282,1
50110,-6.013142857142854,6.870857142857139,-2.353142857142856,-0.08428571428571426,0.010857142857142846,0.009142857142857137,1
50130,-6.01685714285714,7.033142857142854,-2.361999999999999,-0.0674285714285714,0.02485714285714285,0.01828571428571428,1
50150,-6.0879999999999965,7.09828571428571,-2.4308571428571417,-0.06599999999999998,0.019999999999999993,0.02085714285714285,1
50170,-6.124571428571425,6.989142857142854,-2.4125714285714275,-0.06228571428571426,0.0017142857142857118,0.01914285714285713,1
50190,-6.099142857142854,6.877714285714283,-2.3537142857142843,-0.055142857142857125,-0.00914285714285714,0.02257142857142856,1
50210,-6.0634285714285685,6.891142857142854,-2.3005714285714274,-0.0357142857142857,-0.009999999999999995,0.026571428571428555,1
50230,-6.075428571428568,7.006285714285712,-2.374857142857142,-0.024285714285714268,-0.011714285714285705,0.03342857142857141,1
50250,-6.093142857142854,7.046285714285711,-2.3531428571428563,-0.01999999999999999,-0.02085714285714285,0.03828571428571427,1
50270,-6.049142857142854,7.072857142857139,-2.291142857142856,-0.014857142857142852,-0.028285714285714275,0.03828571428571427,1
50290,-5.9265714285714255,7.141714285714283,-2.169142857142856,-0.007714285714285713,-0.017428571428571425,0.03428571428571427,1
50310,-5.825142857142854,7.210571428571424,-2.1505714285714275,0.010285714285714282,0.007428571428571425,0.02228571428571427,1
50330,-5.862285714285711,7.205142857142853,-2.1677142857142844,0.017999999999999988,0.02999999999999999,0.02028571428571427,1
50350,-5.950285714285712,7.131428571428568,-2.2879999999999994,0.030285714285714273,0.03999999999999999,0.023999999999999987,1
50370,-5.995428571428568,7.170857142857139,-2.3271428571428565,0.0357142857142857,0.039142857142857125,0.02914285714285713,1
50390,-6.016571428571425,7.269999999999997,-2.3511428571428556,0.03657142857142856,0.029142857142857123,0.02257142857142856,1
50410,-6.017999999999997,7.322857142857139,-2.415999999999999,0.026857142857142843,0.025142857142857127,0.018285714285714273,1
50430,-6.017428571428569,7.163714285714281,-2.464571428571427,0.012285714285714277,0.02228571428571427,0.02257142857142856,1
50450,-5.988285714285711,7.005142857142854,-2.403142857142856,0.0059999999999999915,0.027714285714285698,0.02828571428571427,1
50470,-5.9431428571428535,7.08685714285714,-2.3174285714285703,0.00999999999999999,0.03657142857142855,0.02914285714285713,1
50490,-5.831714285714283,7.292571428571424,-2.3908571428571417,0.02828571428571427,0.04914285714285713,0.02085714285714285,1
50510,-5.769999999999998,7.363999999999995,-2.524857142857142,0.04085714285714284,0.05085714285714284,0.009142857142857137,1
50530,-5.783142857142854,7.3134285714285685,-2.6225714285714274,0.03399999999999998,0.05085714285714284,0.0025714285714285696,1
50550,-5.9028571428571395,7.32685714285714,-2.662857142857141,0.03285714285714284,0.04914285714285713,-0.0051428571428571435,1
50570,-5.956285714285712,7.283428571428567,-2.731714285714284,0.02714285714285713,0.039142857142857125,-0.002285714285714286,1
50590,-5.977999999999997,7.148571428571424,-2.7694285714285702,0.015999999999999993,0.02085714285714285,0.002285714285714282,1
50610,-5.969999999999997,7.097714285714282,-2.766571428571427,-0.010857142857142852,0.0,0.015999999999999993,1
50630,-5.969142857142853,7.100571428571425,-2.69742857142857,-0.029999999999999985,-0.022571428571428562,0.02828571428571427,1
